Status Rekening,Durasi dalam bulan,Riwayat Kredit,Tujuan Kredit,Jumlah Kredit (DM),Tabungan/Bonds,Pekerjaan Saat Ini,Tingkat Angsuran (%),Status Pribadi dan Jenis Kelamin,Debitur / Penjamin,Tinggal di Tempat Saat Ini,Properti,Usia (tahun),Rencana Angsuran Lain,Tempat Tinggal,Jumlah Kredit di Bank Ini,Pekerjaan,Jumlah Tanggungan,Nomor Telepon,Pekerja Migran,Kelayakan Kredit
Tidak ada rekening,15,Kredit berjalan lancar,Mobil bekas,1300,Tidak ada / tidak tahu,>= 7 thn,4,Pria lajang,Tidak ada,4,Tidak ada / tidak tahu,45,Bank,Gratis,1,Terampil / pegawai,2,Tidak ada,Ya,Baik
< 0 DM,12,Kredit berjalan lancar,Peralatan rumah,741,100-499 DM,Menganggur,4,Wanita menikah/cerai,Tidak ada,3,Tabungan/Asuransi,22,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
>= 200 DM / gaji tetap,10,Kredit berjalan lancar,Mobil baru,1240,100-499 DM,>= 7 thn,1,Wanita menikah/cerai,Tidak ada,4,Tidak ada / tidak tahu,48,Tidak ada,Gratis,1,Tidak terampil (residen),2,Tidak ada,Ya,Buruk
< 0 DM,21,Kredit berjalan lancar,TV / Radio,3357,>= 1000 DM,< 1 thn,4,Wanita menikah/cerai,Tidak ada,2,Mobil / lainnya,29,Bank,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
< 0 DM,24,Kredit di bank ini lancar,Mobil bekas,3632,< 100 DM,1-4 thn,1,Wanita menikah/cerai,Penjamin,4,Mobil / lainnya,22,Bank,Sewa,1,Terampil / pegawai,1,Tidak ada,Bukan,Baik
Tidak ada rekening,18,Pernah telat bayar,Furniture,1808,< 100 DM,4-7 thn,4,Wanita menikah/cerai,Tidak ada,1,Properti,22,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
0-199 DM,48,Tidak pernah kredit / selalu lancar,Bisnis,12204,Tidak ada / tidak tahu,1-4 thn,2,Pria lajang,Tidak ada,2,Mobil / lainnya,48,Bank,Milik sendiri,1,Manajer / profesional,1,Ada,Ya,Baik
0-199 DM,60,Pernah telat bayar,TV / Radio,9157,Tidak ada / tidak tahu,1-4 thn,2,Pria lajang,Tidak ada,2,Tidak ada / tidak tahu,27,Tidak ada,Gratis,1,Manajer / profesional,1,Tidak ada,Ya,Baik
< 0 DM,6,Masalah / kredit di luar bank,Mobil baru,3676,< 100 DM,1-4 thn,1,Pria lajang,Tidak ada,3,Properti,37,Tidak ada,Sewa,3,Terampil / pegawai,2,Tidak ada,Ya,Baik
0-199 DM,30,Kredit berjalan lancar,Furniture,3441,100-499 DM,1-4 thn,2,Wanita menikah/cerai,Ko-pemohon,4,Mobil / lainnya,21,Tidak ada,Sewa,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
Tidak ada rekening,12,Kredit berjalan lancar,Mobil baru,640,< 100 DM,1-4 thn,4,Pria cerai/pisah,Tidak ada,2,Properti,49,Tidak ada,Milik sendiri,1,Tidak terampil (residen),1,Tidak ada,Ya,Baik
0-199 DM,21,Masalah / kredit di luar bank,Bisnis,3652,< 100 DM,4-7 thn,2,Pria lajang,Tidak ada,3,Tabungan/Asuransi,27,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,18,Masalah / kredit di luar bank,Mobil baru,1530,< 100 DM,1-4 thn,3,Pria lajang,Tidak ada,2,Tabungan/Asuransi,32,Bank,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Buruk
Tidak ada rekening,48,Kredit berjalan lancar,Bisnis,3914,Tidak ada / tidak tahu,1-4 thn,4,Pria cerai/pisah,Tidak ada,2,Properti,38,Bank,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
< 0 DM,12,Kredit berjalan lancar,Furniture,1858,< 100 DM,< 1 thn,4,Wanita menikah/cerai,Tidak ada,1,Mobil / lainnya,22,Tidak ada,Sewa,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
< 0 DM,18,Kredit berjalan lancar,TV / Radio,2600,< 100 DM,1-4 thn,4,Pria lajang,Tidak ada,4,Tidak ada / tidak tahu,65,Tidak ada,Gratis,2,Terampil / pegawai,1,Tidak ada,Ya,Buruk
Tidak ada rekening,15,Kredit berjalan lancar,TV / Radio,1979,Tidak ada / tidak tahu,>= 7 thn,4,Pria lajang,Tidak ada,2,Mobil / lainnya,35,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
>= 200 DM / gaji tetap,6,Kredit berjalan lancar,Furniture,2116,< 100 DM,1-4 thn,2,Pria lajang,Tidak ada,2,Properti,41,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Baik
0-199 DM,9,Kredit di bank ini lancar,Mobil baru,1437,100-499 DM,4-7 thn,2,Pria lajang,Tidak ada,3,Tidak ada / tidak tahu,29,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
Tidak ada rekening,42,Masalah / kredit di luar bank,Furniture,4042,500-999 DM,1-4 thn,4,Pria lajang,Tidak ada,4,Properti,36,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Baik
Tidak ada rekening,9,Kredit berjalan lancar,Pendidikan,3832,Tidak ada / tidak tahu,>= 7 thn,1,Pria lajang,Tidak ada,4,Properti,64,Tidak ada,Milik sendiri,1,Tidak terampil (residen),1,Tidak ada,Ya,Baik
< 0 DM,24,Kredit berjalan lancar,TV / Radio,3660,< 100 DM,1-4 thn,2,Wanita menikah/cerai,Tidak ada,4,Mobil / lainnya,28,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
< 0 DM,18,Kredit di bank ini lancar,Furniture,1553,< 100 DM,1-4 thn,4,Pria lajang,Tidak ada,3,Mobil / lainnya,44,Bank,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
0-199 DM,15,Kredit berjalan lancar,TV / Radio,1444,Tidak ada / tidak tahu,< 1 thn,4,Pria lajang,Tidak ada,1,Tabungan/Asuransi,23,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,9,Kredit berjalan lancar,Furniture,1980,< 100 DM,< 1 thn,2,Wanita menikah/cerai,Ko-pemohon,2,Mobil / lainnya,19,Tidak ada,Sewa,2,Terampil / pegawai,1,Tidak ada,Ya,Buruk
0-199 DM,24,Kredit berjalan lancar,Mobil baru,1355,< 100 DM,< 1 thn,3,Wanita menikah/cerai,Tidak ada,4,Mobil / lainnya,25,Tidak ada,Milik sendiri,1,Tidak terampil (residen),1,Ada,Ya,Buruk
Tidak ada rekening,12,Kredit berjalan lancar,Pendidikan,1393,< 100 DM,>= 7 thn,4,Pria lajang,Tidak ada,4,Tabungan/Asuransi,47,Bank,Milik sendiri,3,Terampil / pegawai,2,Ada,Ya,Baik
Tidak ada rekening,24,Kredit berjalan lancar,TV / Radio,1376,500-999 DM,4-7 thn,4,Wanita menikah/cerai,Tidak ada,1,Mobil / lainnya,28,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,60,Pernah telat bayar,TV / Radio,15653,< 100 DM,4-7 thn,2,Pria lajang,Tidak ada,4,Mobil / lainnya,21,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Baik
Tidak ada rekening,12,Kredit berjalan lancar,TV / Radio,1493,< 100 DM,< 1 thn,4,Wanita menikah/cerai,Tidak ada,3,Mobil / lainnya,34,Tidak ada,Milik sendiri,1,Terampil / pegawai,2,Tidak ada,Ya,Baik
< 0 DM,42,Pernah telat bayar,TV / Radio,4370,< 100 DM,4-7 thn,3,Pria lajang,Tidak ada,2,Tabungan/Asuransi,26,Bank,Milik sendiri,2,Terampil / pegawai,2,Ada,Ya,Buruk
< 0 DM,18,Kredit berjalan lancar,Pendidikan,750,< 100 DM,Menganggur,4,Wanita menikah/cerai,Tidak ada,1,Properti,27,Tidak ada,Milik sendiri,1,Pengangguran / tidak terampil (non-residen),1,Tidak ada,Ya,Buruk
0-199 DM,15,Kredit berjalan lancar,Renovasi,1308,< 100 DM,>= 7 thn,4,Pria lajang,Tidak ada,4,Mobil / lainnya,38,Tidak ada,Milik sendiri,2,Tidak terampil (residen),1,Tidak ada,Ya,Baik
Tidak ada rekening,15,Kredit berjalan lancar,Pendidikan,4623,100-499 DM,1-4 thn,3,Pria lajang,Tidak ada,2,Tabungan/Asuransi,40,Tidak ada,Milik sendiri,1,Manajer / profesional,1,Ada,Ya,Buruk
Tidak ada rekening,24,Masalah / kredit di luar bank,TV / Radio,1851,< 100 DM,4-7 thn,4,Pria menikah/duda,Penjamin,2,Mobil / lainnya,33,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Baik
< 0 DM,18,Masalah / kredit di luar bank,TV / Radio,1880,< 100 DM,4-7 thn,4,Pria menikah/duda,Tidak ada,1,Tabungan/Asuransi,32,Tidak ada,Milik sendiri,2,Manajer / profesional,1,Ada,Ya,Baik
Tidak ada rekening,36,Pernah telat bayar,Bisnis,7980,Tidak ada / tidak tahu,< 1 thn,4,Pria lajang,Tidak ada,4,Mobil / lainnya,27,Tidak ada,Sewa,2,Terampil / pegawai,1,Ada,Ya,Buruk
< 0 DM,30,Tidak pernah kredit / selalu lancar,Furniture,4583,< 100 DM,1-4 thn,2,Pria cerai/pisah,Penjamin,2,Properti,32,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,12,Kredit berjalan lancar,Mobil baru,1386,500-999 DM,1-4 thn,2,Wanita menikah/cerai,Tidak ada,2,Tabungan/Asuransi,26,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
>= 200 DM / gaji tetap,24,Kredit berjalan lancar,Mobil baru,947,< 100 DM,4-7 thn,4,Pria lajang,Tidak ada,3,Tidak ada / tidak tahu,38,Bank,Gratis,1,Terampil / pegawai,2,Tidak ada,Ya,Buruk
< 0 DM,12,Kredit berjalan lancar,Pendidikan,684,< 100 DM,1-4 thn,4,Pria lajang,Tidak ada,4,Mobil / lainnya,40,Tidak ada,Sewa,1,Tidak terampil (residen),2,Tidak ada,Ya,Buruk
< 0 DM,48,Kredit berjalan lancar,Pendidikan,7476,< 100 DM,4-7 thn,4,Pria lajang,Tidak ada,1,Tidak ada / tidak tahu,50,Tidak ada,Gratis,1,Manajer / profesional,1,Ada,Ya,Baik
0-199 DM,12,Kredit berjalan lancar,Furniture,1922,< 100 DM,1-4 thn,4,Pria lajang,Tidak ada,2,Tabungan/Asuransi,37,Tidak ada,Milik sendiri,1,Tidak terampil (residen),1,Tidak ada,Ya,Buruk
< 0 DM,24,Kredit berjalan lancar,Mobil baru,2303,< 100 DM,>= 7 thn,4,Pria lajang,Ko-pemohon,1,Properti,45,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
0-199 DM,36,Pernah telat bayar,Mobil baru,8086,100-499 DM,>= 7 thn,2,Pria lajang,Tidak ada,4,Mobil / lainnya,42,Tidak ada,Milik sendiri,4,Manajer / profesional,1,Ada,Ya,Buruk
Tidak ada rekening,24,Masalah / kredit di luar bank,Mobil bekas,2346,< 100 DM,4-7 thn,4,Pria lajang,Tidak ada,3,Mobil / lainnya,35,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Baik
< 0 DM,14,Kredit berjalan lancar,Mobil baru,3973,< 100 DM,Menganggur,1,Pria lajang,Tidak ada,4,Tidak ada / tidak tahu,22,Tidak ada,Gratis,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
0-199 DM,12,Kredit berjalan lancar,Mobil baru,888,< 100 DM,>= 7 thn,4,Pria lajang,Tidak ada,4,Mobil / lainnya,41,Bank,Milik sendiri,1,Tidak terampil (residen),2,Tidak ada,Ya,Buruk
Tidak ada rekening,48,Kredit berjalan lancar,TV / Radio,10222,Tidak ada / tidak tahu,4-7 thn,4,Pria lajang,Tidak ada,3,Mobil / lainnya,37,Toko,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Baik
0-199 DM,30,Tidak pernah kredit / selalu lancar,Bisnis,4221,< 100 DM,1-4 thn,2,Wanita menikah/cerai,Tidak ada,1,Mobil / lainnya,28,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
0-199 DM,18,Masalah / kredit di luar bank,Furniture,6361,< 100 DM,>= 7 thn,2,Pria lajang,Tidak ada,1,Tidak ada / tidak tahu,41,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Baik
>= 200 DM / gaji tetap,12,Kredit berjalan lancar,TV / Radio,1297,< 100 DM,1-4 thn,3,Pria menikah/duda,Tidak ada,4,Properti,23,Tidak ada,Sewa,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
< 0 DM,12,Kredit berjalan lancar,Mobil baru,900,Tidak ada / tidak tahu,1-4 thn,4,Pria menikah/duda,Tidak ada,2,Mobil / lainnya,23,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
Tidak ada rekening,21,Kredit berjalan lancar,Furniture,2241,< 100 DM,>= 7 thn,4,Pria lajang,Tidak ada,2,Properti,50,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
0-199 DM,6,Pernah telat bayar,Furniture,1050,< 100 DM,Menganggur,4,Pria lajang,Tidak ada,1,Tabungan/Asuransi,35,Toko,Milik sendiri,2,Manajer / profesional,1,Ada,Ya,Baik
>= 200 DM / gaji tetap,6,Masalah / kredit di luar bank,Pendidikan,1047,< 100 DM,1-4 thn,2,Wanita menikah/cerai,Tidak ada,4,Tabungan/Asuransi,50,Tidak ada,Milik sendiri,1,Tidak terampil (residen),1,Tidak ada,Ya,Baik
Tidak ada rekening,24,Masalah / kredit di luar bank,Lainnya,6314,< 100 DM,Menganggur,4,Pria lajang,Ko-pemohon,2,Tidak ada / tidak tahu,27,Bank,Milik sendiri,2,Manajer / profesional,1,Ada,Ya,Baik
0-199 DM,30,Kredit di bank ini lancar,Furniture,3496,>= 1000 DM,1-4 thn,4,Pria lajang,Tidak ada,2,Mobil / lainnya,34,Toko,Milik sendiri,1,Terampil / pegawai,2,Ada,Ya,Baik
Tidak ada rekening,48,Kredit di bank ini lancar,Bisnis,3609,< 100 DM,1-4 thn,1,Wanita menikah/cerai,Tidak ada,1,Properti,27,Toko,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
< 0 DM,12,Masalah / kredit di luar bank,Mobil baru,4843,< 100 DM,>= 7 thn,3,Pria lajang,Ko-pemohon,4,Tabungan/Asuransi,43,Tidak ada,Sewa,2,Terampil / pegawai,1,Ada,Ya,Buruk
>= 200 DM / gaji tetap,30,Masalah / kredit di luar bank,TV / Radio,3017,< 100 DM,>= 7 thn,4,Pria lajang,Tidak ada,4,Tabungan/Asuransi,47,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,24,Masalah / kredit di luar bank,Bisnis,4139,100-499 DM,1-4 thn,3,Pria lajang,Tidak ada,3,Tabungan/Asuransi,27,Tidak ada,Milik sendiri,2,Tidak terampil (residen),1,Ada,Ya,Baik
Tidak ada rekening,36,Kredit berjalan lancar,Bisnis,5742,100-499 DM,4-7 thn,2,Pria lajang,Tidak ada,2,Mobil / lainnya,31,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Baik
Tidak ada rekening,60,Kredit berjalan lancar,Mobil baru,10366,< 100 DM,>= 7 thn,2,Pria lajang,Tidak ada,4,Tabungan/Asuransi,42,Tidak ada,Milik sendiri,1,Manajer / profesional,1,Ada,Ya,Baik
Tidak ada rekening,6,Masalah / kredit di luar bank,Mobil baru,2080,500-999 DM,1-4 thn,1,Pria menikah/duda,Tidak ada,2,Mobil / lainnya,24,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,21,Pernah telat bayar,Bisnis,2580,500-999 DM,< 1 thn,4,Pria lajang,Tidak ada,2,Properti,41,Bank,Milik sendiri,1,Tidak terampil (residen),2,Tidak ada,Ya,Buruk
Tidak ada rekening,30,Masalah / kredit di luar bank,TV / Radio,4530,< 100 DM,4-7 thn,4,Wanita menikah/cerai,Tidak ada,4,Mobil / lainnya,26,Tidak ada,Sewa,1,Manajer / profesional,1,Ada,Ya,Baik
Tidak ada rekening,24,Masalah / kredit di luar bank,Furniture,5150,< 100 DM,>= 7 thn,4,Pria lajang,Tidak ada,4,Mobil / lainnya,33,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Baik
0-199 DM,72,Kredit berjalan lancar,TV / Radio,5595,100-499 DM,1-4 thn,2,Pria menikah/duda,Tidak ada,2,Mobil / lainnya,24,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
< 0 DM,24,Kredit berjalan lancar,TV / Radio,2384,< 100 DM,>= 7 thn,4,Pria lajang,Tidak ada,4,Properti,64,Bank,Sewa,1,Tidak terampil (residen),1,Tidak ada,Ya,Baik
Tidak ada rekening,18,Kredit berjalan lancar,TV / Radio,1453,< 100 DM,< 1 thn,3,Wanita menikah/cerai,Tidak ada,1,Properti,26,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,6,Kredit berjalan lancar,Pendidikan,1538,< 100 DM,< 1 thn,1,Wanita menikah/cerai,Tidak ada,2,Tidak ada / tidak tahu,56,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,12,Kredit berjalan lancar,TV / Radio,2279,Tidak ada / tidak tahu,1-4 thn,4,Pria lajang,Tidak ada,4,Tidak ada / tidak tahu,37,Tidak ada,Gratis,1,Terampil / pegawai,1,Ada,Ya,Baik
Tidak ada rekening,15,Pernah telat bayar,TV / Radio,1478,< 100 DM,1-4 thn,4,Pria menikah/duda,Tidak ada,3,Properti,33,Bank,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,24,Masalah / kredit di luar bank,TV / Radio,5103,< 100 DM,< 1 thn,3,Pria menikah/duda,Tidak ada,3,Tidak ada / tidak tahu,47,Tidak ada,Gratis,3,Terampil / pegawai,1,Ada,Ya,Baik
0-199 DM,36,Pernah telat bayar,Bisnis,9857,100-499 DM,4-7 thn,1,Pria lajang,Tidak ada,3,Tabungan/Asuransi,31,Tidak ada,Milik sendiri,2,Tidak terampil (residen),2,Ada,Ya,Baik
Tidak ada rekening,60,Kredit berjalan lancar,Mobil baru,6527,Tidak ada / tidak tahu,1-4 thn,4,Pria lajang,Tidak ada,4,Tidak ada / tidak tahu,34,Tidak ada,Gratis,1,Terampil / pegawai,2,Ada,Ya,Baik
>= 200 DM / gaji tetap,10,Masalah / kredit di luar bank,TV / Radio,1347,Tidak ada / tidak tahu,4-7 thn,4,Pria lajang,Tidak ada,2,Tabungan/Asuransi,27,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Baik
0-199 DM,36,Pernah telat bayar,Mobil baru,2862,100-499 DM,>= 7 thn,4,Pria lajang,Tidak ada,3,Tidak ada / tidak tahu,30,Tidak ada,Gratis,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,9,Kredit berjalan lancar,TV / Radio,2753,100-499 DM,>= 7 thn,3,Pria lajang,Ko-pemohon,4,Mobil / lainnya,35,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Baik
< 0 DM,12,Kredit berjalan lancar,Mobil baru,3651,>= 1000 DM,1-4 thn,1,Pria lajang,Tidak ada,3,Tabungan/Asuransi,31,Tidak ada,Milik sendiri,1,Terampil / pegawai,2,Tidak ada,Ya,Baik
< 0 DM,15,Masalah / kredit di luar bank,Furniture,975,< 100 DM,1-4 thn,2,Pria cerai/pisah,Tidak ada,3,Tabungan/Asuransi,25,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
0-199 DM,15,Kredit berjalan lancar,Renovasi,2631,100-499 DM,1-4 thn,3,Wanita menikah/cerai,Tidak ada,2,Properti,25,Tidak ada,Milik sendiri,1,Tidak terampil (residen),1,Tidak ada,Ya,Baik
0-199 DM,24,Kredit berjalan lancar,TV / Radio,2896,100-499 DM,< 1 thn,2,Pria lajang,Tidak ada,1,Mobil / lainnya,29,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
< 0 DM,6,Masalah / kredit di luar bank,Mobil baru,4716,Tidak ada / tidak tahu,< 1 thn,1,Pria lajang,Tidak ada,3,Properti,44,Tidak ada,Milik sendiri,2,Tidak terampil (residen),2,Tidak ada,Ya,Baik
Tidak ada rekening,24,Kredit berjalan lancar,TV / Radio,2284,< 100 DM,4-7 thn,4,Pria lajang,Tidak ada,2,Mobil / lainnya,28,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Ada,Ya,Baik
Tidak ada rekening,6,Kredit berjalan lancar,Mobil bekas,1236,500-999 DM,1-4 thn,2,Pria lajang,Tidak ada,4,Tabungan/Asuransi,50,Tidak ada,Sewa,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
0-199 DM,12,Kredit berjalan lancar,TV / Radio,1103,< 100 DM,4-7 thn,4,Pria lajang,Penjamin,3,Properti,29,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Bukan,Baik
Tidak ada rekening,12,Masalah / kredit di luar bank,Mobil baru,926,< 100 DM,Menganggur,1,Wanita menikah/cerai,Tidak ada,2,Tabungan/Asuransi,38,Tidak ada,Milik sendiri,1,Pengangguran / tidak terampil (non-residen),1,Tidak ada,Ya,Baik
Tidak ada rekening,18,Masalah / kredit di luar bank,TV / Radio,1800,< 100 DM,1-4 thn,4,Pria lajang,Tidak ada,2,Mobil / lainnya,24,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
>= 200 DM / gaji tetap,15,Kredit berjalan lancar,Pendidikan,1905,< 100 DM,>= 7 thn,4,Pria lajang,Tidak ada,4,Mobil / lainnya,40,Tidak ada,Sewa,1,Manajer / profesional,1,Ada,Ya,Baik
Tidak ada rekening,12,Kredit berjalan lancar,Furniture,1123,500-999 DM,1-4 thn,4,Wanita menikah/cerai,Tidak ada,4,Mobil / lainnya,29,Tidak ada,Sewa,1,Tidak terampil (residen),1,Tidak ada,Ya,Buruk
< 0 DM,48,Masalah / kredit di luar bank,Mobil bekas,6331,< 100 DM,>= 7 thn,4,Pria lajang,Tidak ada,4,Tidak ada / tidak tahu,46,Tidak ada,Gratis,2,Terampil / pegawai,1,Ada,Ya,Buruk
>= 200 DM / gaji tetap,24,Kredit berjalan lancar,TV / Radio,1377,100-499 DM,>= 7 thn,4,Wanita menikah/cerai,Tidak ada,2,Tidak ada / tidak tahu,47,Tidak ada,Gratis,1,Terampil / pegawai,1,Ada,Ya,Baik
0-199 DM,30,Pernah telat bayar,Bisnis,2503,100-499 DM,>= 7 thn,4,Pria lajang,Tidak ada,2,Tabungan/Asuransi,41,Toko,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
0-199 DM,27,Kredit berjalan lancar,Bisnis,2528,< 100 DM,< 1 thn,4,Wanita menikah/cerai,Tidak ada,1,Tabungan/Asuransi,32,Tidak ada,Milik sendiri,1,Terampil / pegawai,2,Ada,Ya,Baik
Tidak ada rekening,15,Kredit berjalan lancar,Mobil baru,5324,500-999 DM,>= 7 thn,1,Wanita menikah/cerai,Tidak ada,4,Tidak ada / tidak tahu,35,Tidak ada,Gratis,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
0-199 DM,48,Kredit berjalan lancar,Mobil baru,6560,100-499 DM,4-7 thn,3,Pria lajang,Tidak ada,2,Tabungan/Asuransi,24,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
0-199 DM,12,Tidak pernah kredit / selalu lancar,Furniture,2969,< 100 DM,< 1 thn,4,Wanita menikah/cerai,Tidak ada,3,Tabungan/Asuransi,25,Tidak ada,Sewa,2,Terampil / pegawai,1,Tidak ada,Ya,Buruk
0-199 DM,9,Kredit berjalan lancar,TV / Radio,1206,< 100 DM,>= 7 thn,4,Wanita menikah/cerai,Tidak ada,4,Properti,25,Tidak ada,Milik sendiri,1,Terampil / pegawai,1,Tidak ada,Ya,Baik
0-199 DM,9,Kredit berjalan lancar,TV / Radio,2118,< 100 DM,1-4 thn,2,Pria lajang,Tidak ada,2,Properti,37,Tidak ada,Milik sendiri,1,Tidak terampil (residen),2,Tidak ada,Ya,Baik
Tidak ada rekening,18,Masalah / kredit di luar bank,TV / Radio,629,500-999 DM,>= 7 thn,4,Pria lajang,Tidak ada,3,Tabungan/Asuransi,32,Bank,Milik sendiri,2,Manajer / profesional,1,Ada,Ya,Baik
< 0 DM,6,Kredit di bank ini lancar,Pendidikan,1198,< 100 DM,>= 7 thn,4,Wanita menikah/cerai,Tidak ada,4,Tidak ada / tidak tahu,35,Tidak ada,Gratis,1,Terampil / pegawai,1,Tidak ada,Ya,Buruk
Tidak ada rekening,21,Kredit berjalan lancar,Mobil bekas,2476,Tidak ada / tidak tahu,>= 7 thn,4,Pria lajang,Tidak ada,4,Properti,46,Tidak ada,Milik sendiri,1,Manajer / profesional,1,Ada,Ya,Baik
< 0 DM,9,Masalah / kredit di luar bank,TV / Radio,1138,< 100 DM,1-4 thn,4,Pria lajang,Tidak ada,4,Properti,25,Tidak ada,Milik sendiri,2,Tidak terampil (residen),1,Tidak ada,Ya,Baik
0-199 DM,60,Kredit berjalan lancar,Mobil baru,14027,< 100 DM,4-7 thn,4,Pria lajang,Tidak ada,2,Tidak ada / tidak tahu,27,Tidak ada,Milik sendiri,1,Manajer / profesional,1,Ada,Ya,Buruk
Tidak ada rekening,30,Masalah / kredit di luar bank,Mobil bekas,7596,Tidak ada / tidak tahu,>= 7 thn,1,Pria lajang,Tidak ada,4,Mobil / lainnya,63,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Tidak ada,Ya,Baik
Tidak ada rekening,30,Masalah / kredit di luar bank,TV / Radio,3077,Tidak ada / tidak tahu,>= 7 thn,3,Pria lajang,Tidak ada,2,Mobil / lainnya,40,Tidak ada,Milik sendiri,2,Terampil / pegawai,2,Ada,Ya,Baik
Tidak ada rekening,18,Kredit berjalan lancar,TV / Radio,1505,< 100 DM,1-4 thn,4,Pria lajang,Tidak ada,2,Tidak ada / tidak tahu,32,Tidak ada,Gratis,1,Manajer / profesional,1,Ada,Ya,Baik
>= 200 DM / gaji tetap,24,Masalah / kredit di luar bank,TV / Radio,3148,Tidak ada / tidak tahu,1-4 thn,3,Pria lajang,Tidak ada,2,Mobil / lainnya,31,Tidak ada,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Baik
0-199 DM,20,Tidak pernah kredit / selalu lancar,Mobil bekas,6148,100-499 DM,>= 7 thn,3,Pria menikah/duda,Tidak ada,4,Mobil / lainnya,31,Bank,Milik sendiri,2,Terampil / pegawai,1,Ada,Ya,Baik
>= 200 DM / gaji tetap,9,Tidak pernah kredit / selalu lancar,TV / Radio,1337,< 100 DM,< 1 thn,4,Pria lajang,Tidak ada,2,Mobil / lainnya,34,Tidak ada,Milik sendiri,2,Manajer / profesional,1,Ada,Ya,Buruk
